name,location,cuisine,cost_for_two,rating,restaurant_id,is_active,source_updated_at,ingested_at,budget_tier
Zodiac,Whitefield,"Italian, Mexican, Mediterranean, North Indian, Continental",1500.0,3.6,gen_6762,True,,2026-05-15T17:50:27,medium
Best Brews - Four Points by Sheraton Bengaluru...,Whitefield,Continental,1500.0,3.6,gen_51249,True,,2026-05-15T17:50:27,medium
Terrace Lounge,Bannerghatta Road,"North Indian, Chinese, Seafood",1600.0,3.6,gen_2007,True,,2026-05-15T17:50:27,high
Sphyre - Gateway Hotel,Residency Road,Finger Food,1700.0,3.6,gen_6237,True,,2026-05-15T17:50:27,high
In Time Cane Juice,Kumaraswamy Layout,"Juices, Beverages",100.0,3.5,gen_251,True,,2026-05-15T17:50:27,low
Sri Venkateshwara Chat Centre,Banashankari,Street Food,100.0,3.5,gen_712,True,,2026-05-15T17:50:27,low
The Juicy,JP Nagar,"Beverages, Juices",100.0,3.5,gen_1626,True,,2026-05-15T17:50:27,low
Chillz,JP Nagar,"Fast Food, Juices, Street Food",100.0,3.5,gen_1707,True,,2026-05-15T17:50:27,low
Cane Recipes,Bannerghatta Road,Juices,100.0,3.5,gen_2165,True,,2026-05-15T17:50:27,low
Sri Krishna Veg,Basavanagudi,South Indian,100.0,3.5,gen_2934,True,,2026-05-15T17:50:27,low
Rawal Jalebi,Commercial Street,Desserts,100.0,3.5,gen_5596,True,,2026-05-15T17:50:27,low
S R & Sons Bakery,Commercial Street,Bakery,100.0,3.5,gen_5912,True,,2026-05-15T17:50:27,low
K V Canteen,Commercial Street,South Indian,100.0,3.5,gen_6476,True,,2026-05-15T17:50:27,low
Chai Makhani,Koramangala 5th Block,"Beverages, Tea",100.0,3.5,gen_8768,True,,2026-05-15T17:50:27,low
Bajji House,HSR,Street Food,100.0,3.5,gen_10166,True,,2026-05-15T17:50:27,low
Halli Mane Food Court,Frazer Town,South Indian,100.0,3.5,gen_13164,True,,2026-05-15T17:50:27,low
Premium Bombay Kulfi,Indiranagar,Ice Cream,100.0,3.5,gen_18139,True,,2026-05-15T17:50:27,low
Cream and Bakes,Domlur,Desserts,100.0,3.5,gen_18440,True,,2026-05-15T17:50:27,low
Lassi Berg,BTM,Juices,100.0,3.5,gen_19769,True,,2026-05-15T17:50:27,low
Kaapi Kuteera,Kanakapura Road,South Indian,100.0,3.5,gen_21913,True,,2026-05-15T17:50:27,low
Kolkata Rolls & Chowmein,Banaswadi,Rolls,100.0,3.5,gen_24215,True,,2026-05-15T17:50:27,low
Kulfi Story,Malleshwaram,Desserts,100.0,3.5,gen_46700,True,,2026-05-15T17:50:27,low
Bangarpet Chats,Basaveshwara Nagar,Street Food,100.0,3.5,gen_46931,True,,2026-05-15T17:50:27,low
Natural Mumbai Kulfi,BTM,Ice Cream,130.0,3.5,gen_1230,True,,2026-05-15T17:50:27,low
Pizza Mane,Banashankari,"Pizza, Sandwich, Burger, Fast Food",150.0,3.5,gen_206,True,,2026-05-15T17:50:27,low
Sri Ganesh Juice and Chats,Banashankari,"Juices, Street Food",150.0,3.5,gen_617,True,,2026-05-15T17:50:27,low
The Chocolatiers,Bannerghatta Road,Desserts,150.0,3.5,gen_1572,True,,2026-05-15T17:50:27,low
Manjushree Veg,Bannerghatta Road,"South Indian, Chinese",150.0,3.5,gen_2110,True,,2026-05-15T17:50:27,low
New Udupi Anand Bhavan,Basavanagudi,South Indian,150.0,3.5,gen_3386,True,,2026-05-15T17:50:27,low
Bangalore Shadi Biriyani,Vasanth Nagar,"Chinese, North Indian",150.0,3.5,gen_5143,True,,2026-05-15T17:50:27,low
Classic Lassi Shop,Ulsoor,"Beverages, Ice Cream",150.0,3.5,gen_5267,True,,2026-05-15T17:50:27,low
Cake of the Day,Majestic,Bakery,150.0,3.5,gen_5741,True,,2026-05-15T17:50:27,low
Lassi Magic,Marathahalli,"Beverages, Sandwich",150.0,3.5,gen_7563,True,,2026-05-15T17:50:27,low
Kartik's Mithai Shoppe,Marathahalli,"Mithai, Street Food",150.0,3.5,gen_7717,True,,2026-05-15T17:50:27,low
Shabari Kitchen,Koramangala 1st Block,"South Indian, Chinese",150.0,3.5,gen_10182,True,,2026-05-15T17:50:27,low
Lassi Corner,Koramangala 5th Block,"Beverages, Desserts",150.0,3.5,gen_10323,True,,2026-05-15T17:50:27,low
Friend's Kitchen,BTM,"South Indian, Chinese",150.0,3.5,gen_10804,True,,2026-05-15T17:50:27,low
MBR Dum Biryani County,Electronic City,"Biryani, North Indian",150.0,3.5,gen_13805,True,,2026-05-15T17:50:27,low
Basveshwara Khaanavali,Electronic City,South Indian,150.0,3.5,gen_14413,True,,2026-05-15T17:50:27,low
Chattar Mattar,HSR,"North Indian, Chinese",150.0,3.5,gen_16154,True,,2026-05-15T17:50:27,low
Bombay Kulfi,Sarjapur Road,"Desserts, Ice Cream",150.0,3.5,gen_16554,True,,2026-05-15T17:50:27,low
Sri Gurudev Darshini,HSR,South Indian,150.0,3.5,gen_16565,True,,2026-05-15T17:50:27,low
Shree Mithai,Indiranagar,"Desserts, Street Food, Mithai",150.0,3.5,gen_18536,True,,2026-05-15T17:50:27,low
Juice 99,BTM,Beverages,150.0,3.5,gen_20175,True,,2026-05-15T17:50:27,low
Lassi Magic,BTM,"Beverages, Sandwich",150.0,3.5,gen_20827,True,,2026-05-15T17:50:27,low
Zaitoon Lassi Cafe,BTM,"Cafe, Burger, Sandwich, Beverages",150.0,3.5,gen_22388,True,,2026-05-15T17:50:27,low
Chetty's Coffee,Kalyan Nagar,South Indian,150.0,3.5,gen_24806,True,,2026-05-15T17:50:27,low
Coffee Thindi,Banaswadi,South Indian,150.0,3.5,gen_25033,True,,2026-05-15T17:50:27,low
Mubarak Hotel,Nagawara,North Indian,150.0,3.5,gen_25117,True,,2026-05-15T17:50:27,low
Kulfisthan,HSR,Ice Cream,150.0,3.5,gen_27203,True,,2026-05-15T17:50:27,low
Juice 99,BTM,"Fast Food, Beverages",150.0,3.5,gen_27314,True,,2026-05-15T17:50:27,low
Lassi Magic,BTM,Beverages,150.0,3.5,gen_36365,True,,2026-05-15T17:50:27,low
Bangalore Shadi Biriyani,Vasanth Nagar,"Chinese, North Indian, Biryani",150.0,3.5,gen_37833,True,,2026-05-15T17:50:27,low
Kerala Restaurant,Yeshwantpur,"Biryani, Kerala",150.0,3.5,gen_39595,True,,2026-05-15T17:50:27,low
Jay Bhavani Vadapav,Seshadripuram,"Maharashtrian, Street Food",150.0,3.5,gen_39702,True,,2026-05-15T17:50:27,low
The Donut Baker,Malleshwaram,Desserts,150.0,3.5,gen_39827,True,,2026-05-15T17:50:27,low
Hoai Ice Cafe,Malleshwaram,Desserts,150.0,3.5,gen_40039,True,,2026-05-15T17:50:27,low
Jay Mataji Farsan and Sweets,Yeshwantpur,"Mithai, Gujarati",150.0,3.5,gen_40076,True,,2026-05-15T17:50:27,low
G. P. S. Kaapi Thindi,Malleshwaram,Street Food,150.0,3.5,gen_40240,True,,2026-05-15T17:50:27,low
Lassi Magic,Marathahalli,Beverages,150.0,3.5,gen_41328,True,,2026-05-15T17:50:27,low
Chai Point,Marathahalli,"Beverages, Fast Food",150.0,3.5,gen_41626,True,,2026-05-15T17:50:27,low
Big Straw Blast,Sahakara Nagar,Beverages,150.0,3.5,gen_44187,True,,2026-05-15T17:50:27,low
Lassi Corner,Vijay Nagar,"Beverages, Desserts",150.0,3.5,gen_46367,True,,2026-05-15T17:50:27,low
Kolkata Famous Kati Roll,Whitefield,"Fast Food, Rolls",150.0,3.5,gen_51231,True,,2026-05-15T17:50:27,low
Food Dig,Whitefield,North Indian,150.0,3.5,gen_51553,True,,2026-05-15T17:50:27,low
Parimala Sweets,Banashankari,"Mithai, Street Food",200.0,3.5,gen_83,True,,2026-05-15T17:50:27,low
Krishna Sagar,Banashankari,North Indian,200.0,3.5,gen_88,True,,2026-05-15T17:50:27,low
Aramane Donne Biryani,Banashankari,Biryani,200.0,3.5,gen_172,True,,2026-05-15T17:50:27,low
Just Bunny,Jayanagar,Fast Food,200.0,3.5,gen_330,True,,2026-05-15T17:50:27,low
Shringar Sweets & Snacks,Basavanagudi,"Mithai, South Indian, Street Food, Fast Food",200.0,3.5,gen_342,True,,2026-05-15T17:50:27,low
Sri Sai Cafe,Basavanagudi,South Indian,200.0,3.5,gen_380,True,,2026-05-15T17:50:27,low
Simple Thindies,Banashankari,South Indian,200.0,3.5,gen_668,True,,2026-05-15T17:50:27,low
Nati Palace,JP Nagar,"South Indian, North Indian",200.0,3.5,gen_1013,True,,2026-05-15T17:50:27,low
Kolkata Famous Kati Roll,JP Nagar,"Rolls, Chinese",200.0,3.5,gen_1150,True,,2026-05-15T17:50:27,low
Panther Cafe,BTM,Beverages,200.0,3.5,gen_1330,True,,2026-05-15T17:50:27,low
Havmor,JP Nagar,"Ice Cream, Desserts",200.0,3.5,gen_1358,True,,2026-05-15T17:50:27,low
Hot Burg,Bannerghatta Road,"Fast Food, Juices",200.0,3.5,gen_1392,True,,2026-05-15T17:50:27,low
Bombay Kulfis,Bannerghatta Road,Ice Cream,200.0,3.5,gen_1456,True,,2026-05-15T17:50:27,low
The Yummy Tummy,Bannerghatta Road,"North Indian, Street Food",200.0,3.5,gen_1532,True,,2026-05-15T17:50:27,low
Sri Vishnu Veg,Marathahalli,South Indian,200.0,3.5,gen_3854,True,,2026-05-15T17:50:27,low
Sri Ganesh Juice Junction,Bellandur,"Juices, Fast Food",200.0,3.5,gen_4060,True,,2026-05-15T17:50:27,low
Lassi Shop,Sarjapur Road,"Beverages, Juices, Ice Cream, Sandwich",200.0,3.5,gen_4148,True,,2026-05-15T17:50:27,low
Baker's Cafe,Marathahalli,"Bakery, Desserts",200.0,3.5,gen_4161,True,,2026-05-15T17:50:27,low
Al Zaiqa Hotel,Marathahalli,"Chinese, South Indian, Fast Food",200.0,3.5,gen_4268,True,,2026-05-15T17:50:27,low
Ambur Star Biryani,Sarjapur Road,Biryani,200.0,3.5,gen_4895,True,,2026-05-15T17:50:27,low
Tadkawala,Vasanth Nagar,North Indian,200.0,3.5,gen_5141,True,,2026-05-15T17:50:27,low
Five Star Chicken,Wilson Garden,"Fast Food, Burger",200.0,3.5,gen_5249,True,,2026-05-15T17:50:27,low
Paratha Xpress,Ulsoor,"North Indian, Chinese",200.0,3.5,gen_5386,True,,2026-05-15T17:50:27,low
Cool Corner Arun Ice Cream,Frazer Town,"Desserts, Ice Cream",200.0,3.5,gen_5789,True,,2026-05-15T17:50:27,low
Surya Bakery,Shanti Nagar,Bakery,200.0,3.5,gen_5894,True,,2026-05-15T17:50:27,low
North Indian Hotel,Shivajinagar,North Indian,200.0,3.5,gen_6421,True,,2026-05-15T17:50:27,low
Indira Darshini,Infantry Road,"South Indian, Chinese",200.0,3.5,gen_6423,True,,2026-05-15T17:50:27,low
Iyengar's Bakery,Koramangala 6th Block,Bakery,200.0,3.5,gen_6679,True,,2026-05-15T17:50:27,low
Five Star Chicken,Marathahalli,"Fast Food, Burger",200.0,3.5,gen_6911,True,,2026-05-15T17:50:27,low
Ganga Foods,Marathahalli,"South Indian, Chinese",200.0,3.5,gen_7455,True,,2026-05-15T17:50:27,low
Mum?s Kitchen,Marathahalli,"North Indian, South Indian",200.0,3.5,gen_7465,True,,2026-05-15T17:50:27,low
Nellore Mess & Tiffens,Whitefield,"South Indian, Andhra",200.0,3.5,gen_8043,True,,2026-05-15T17:50:27,low
Public Khana,BTM,"South Indian, North Indian",200.0,3.5,gen_8629,True,,2026-05-15T17:50:27,low
Shudh Desi Khana,Koramangala 1st Block,"North Indian, Chinese",200.0,3.5,gen_8829,True,,2026-05-15T17:50:27,low
Al Hayath,BTM,"North Indian, Chinese",200.0,3.5,gen_9168,True,,2026-05-15T17:50:27,low
Rolls On Wheels,BTM,"Fast Food, Rolls, Momos",200.0,3.5,gen_9217,True,,2026-05-15T17:50:27,low
Bruncherz,BTM,"North Indian, Chinese",200.0,3.5,gen_9577,True,,2026-05-15T17:50:27,low
Ande Ka Funda,BTM,North Indian,200.0,3.5,gen_9780,True,,2026-05-15T17:50:27,low
Ober Cafe,Koramangala 1st Block,"Fast Food, Desserts",200.0,3.5,gen_9806,True,,2026-05-15T17:50:27,low
Ambur Hot Dum Biryani,BTM,Biryani,200.0,3.5,gen_9814,True,,2026-05-15T17:50:27,low
Bhaijaan Barbeques,South Bangalore,"Mughlai, Arabian, BBQ",200.0,3.5,gen_9896,True,,2026-05-15T17:50:27,low
Navya Andhra Style Restaurant,Hosur Road,"North Indian, South Indian",200.0,3.5,gen_9982,True,,2026-05-15T17:50:27,low
Pai's Kitchen,Koramangala 2nd Block,South Indian,200.0,3.5,gen_10028,True,,2026-05-15T17:50:27,low
Kanha's Kafe,Koramangala 5th Block,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",200.0,3.5,gen_10094,True,,2026-05-15T17:50:27,low
Eat Sleep Eat Repeat,Koramangala 5th Block,"Chinese, North Indian, Continental",200.0,3.5,gen_10189,True,,2026-05-15T17:50:27,low
Iyengar's Bakery,Koramangala 6th Block,"Bakery, Fast Food",200.0,3.5,gen_10319,True,,2026-05-15T17:50:27,low
Sri Udupi Sagar,BTM,South Indian,200.0,3.5,gen_10773,True,,2026-05-15T17:50:27,low
Tibbs Frankie,Koramangala 7th Block,"Street Food, Rolls",200.0,3.5,gen_11237,True,,2026-05-15T17:50:27,low
KC Das - Sweet Bite,Frazer Town,"Mithai, Street Food",200.0,3.5,gen_12499,True,,2026-05-15T17:50:27,low
Calcutta Chats,Vasanth Nagar,"Street Food, North Indian",200.0,3.5,gen_13177,True,,2026-05-15T17:50:27,low
Kolkata Famous Kathi Rolls,Electronic City,"Fast Food, Rolls",200.0,3.5,gen_13562,True,,2026-05-15T17:50:27,low
Hotel Shruthi,Electronic City,"North Indian, Biryani",200.0,3.5,gen_13624,True,,2026-05-15T17:50:27,low
Ruchie Rich,Electronic City,"Biryani, Fast Food, North Indian",200.0,3.5,gen_13717,True,,2026-05-15T17:50:27,low
SV Crispy Chicken,Electronic City,Fast Food,200.0,3.5,gen_13869,True,,2026-05-15T17:50:27,low
CK's Bakery,City Market,"Bakery, Fast Food",200.0,3.5,gen_15301,True,,2026-05-15T17:50:27,low
Savera Cafe,Frazer Town,Fast Food,200.0,3.5,gen_15464,True,,2026-05-15T17:50:27,low
Carnival Cakes & Breads,HSR,"Bakery, Fast Food",200.0,3.5,gen_16078,True,,2026-05-15T17:50:27,low
Chaat Express,HSR,"Fast Food, North Indian",200.0,3.5,gen_16390,True,,2026-05-15T17:50:27,low
Aao G Khao G,HSR,"North Indian, Chinese",200.0,3.5,gen_16722,True,,2026-05-15T17:50:27,low
Dr. Shawarma,HSR,"North Indian, Rolls, Street Food",200.0,3.5,gen_17226,True,,2026-05-15T17:50:27,low
SLV Andhra Mess,Domlur,"Chinese, North Indian",200.0,3.5,gen_17924,True,,2026-05-15T17:50:27,low
Green G Juice Bar,Indiranagar,"Beverages, Juices, Ice Cream",200.0,3.5,gen_18052,True,,2026-05-15T17:50:27,low
Tenco Infusions,Indiranagar,"Beverages, Salad",200.0,3.5,gen_18238,True,,2026-05-15T17:50:27,low
Angel Mutton Leg Soup,Jeevan Bhima Nagar,South Indian,200.0,3.5,gen_18343,True,,2026-05-15T17:50:27,low
Chefie,BTM,"Continental, Fast Food, Italian, North Indian",200.0,3.5,gen_20232,True,,2026-05-15T17:50:27,low
Ande Ka Funda,Jayanagar,"Fast Food, North Indian",200.0,3.5,gen_21197,True,,2026-05-15T17:50:27,low
Tandoor Chai House,JP Nagar,"Street Food, Sandwich, Rolls, Beverages",200.0,3.5,gen_22073,True,,2026-05-15T17:50:27,low
Aditya Uphar,JP Nagar,"South Indian, Chinese, North Indian",200.0,3.5,gen_23301,True,,2026-05-15T17:50:27,low
SLV Upahara,JP Nagar,"South Indian, North Indian",200.0,3.5,gen_23409,True,,2026-05-15T17:50:27,low
Lassi Shop,Banaswadi,"Beverages, Ice Cream",200.0,3.5,gen_24421,True,,2026-05-15T17:50:27,low
Five Star Chicken,Kammanahalli,Fast Food,200.0,3.5,gen_26056,True,,2026-05-15T17:50:27,low
Chai Masthi,Domlur,"Fast Food, Lebanese",200.0,3.5,gen_26991,True,,2026-05-15T17:50:27,low
Kulfi & More,Koramangala 1st Block,"Ice Cream, Beverages",200.0,3.5,gen_28220,True,,2026-05-15T17:50:27,low
Amrutha Sweets,Ejipura,"Street Food, Mithai",200.0,3.5,gen_28253,True,,2026-05-15T17:50:27,low
Kshatriya's Biriyani House,Wilson Garden,Biryani,200.0,3.5,gen_37437,True,,2026-05-15T17:50:27,low
Mantap Ice Cream,Majestic,Desserts,200.0,3.5,gen_38292,True,,2026-05-15T17:50:27,low
Hotel Madhuvan,City Market,South Indian,200.0,3.5,gen_39304,True,,2026-05-15T17:50:27,low
Malleshwaram Holige Mane,Malleshwaram,South Indian,200.0,3.5,gen_39801,True,,2026-05-15T17:50:27,low
Sri Venkateshwar Bhavan,Malleshwaram,"South Indian, Chinese, Seafood",200.0,3.5,gen_40226,True,,2026-05-15T17:50:27,low
Angel Mess,Kaggadasapura,South Indian,200.0,3.5,gen_41039,True,,2026-05-15T17:50:27,low
MumÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Kitchen,Marathahalli,"North Indian, South Indian",200.0,3.5,gen_41227,True,,2026-05-15T17:50:27,low
Container Coffee,Ulsoor,South Indian,200.0,3.5,gen_42684,True,,2026-05-15T17:50:27,low
Rotti Mane,Sanjay Nagar,South Indian,200.0,3.5,gen_44103,True,,2026-05-15T17:50:27,low
Deepak Paratha Plaza,New BEL Road,"North Indian, Street Food",200.0,3.5,gen_44248,True,,2026-05-15T17:50:27,low
Samba Shake N Juice,Sanjay Nagar,"Fast Food, Juices",200.0,3.5,gen_44346,True,,2026-05-15T17:50:27,low
KL-58 Thalassery Cafe,New BEL Road,Kerala,200.0,3.5,gen_44550,True,,2026-05-15T17:50:27,low
Kolkata Famous Katti Rolls,New BEL Road,Rolls,200.0,3.5,gen_44582,True,,2026-05-15T17:50:27,low
Kolkata Rolls & Hot Dum Biriyani On Dial,Indiranagar,"Fast Food, Rolls",200.0,3.5,gen_45097,True,,2026-05-15T17:50:27,low
Green G Juice Bar,Indiranagar,"Ice Cream, Fast Food, Beverages",200.0,3.5,gen_45170,True,,2026-05-15T17:50:27,low
Five Star Chicken,Rajajinagar,Fast Food,200.0,3.5,gen_46256,True,,2026-05-15T17:50:27,low
Tango Sandwich King,Basaveshwara Nagar,"Fast Food, Sandwich",200.0,3.5,gen_46280,True,,2026-05-15T17:50:27,low
Robin Brown Ice Creams,Rajajinagar,"Ice Cream, Fast Food",200.0,3.5,gen_46342,True,,2026-05-15T17:50:27,low
Rotti Mane,Vijay Nagar,South Indian,200.0,3.5,gen_46362,True,,2026-05-15T17:50:27,low
Five Star Chicken,Wilson Garden,Fast Food,200.0,3.5,gen_47471,True,,2026-05-15T17:50:27,low
Chaai Resto,Brookefield,"Cafe, Rolls, Fast Food",200.0,3.5,gen_50134,True,,2026-05-15T17:50:27,low
Juicy Momos,Banashankari,"Tibetan, Momos",250.0,3.5,gen_407,True,,2026-05-15T17:50:27,low
Dodda Mane Baaduta,Banashankari,"North Indian, South Indian, Chinese, Biryani",250.0,3.5,gen_448,True,,2026-05-15T17:50:27,low
Five Star Chicken,Bannerghatta Road,"Fast Food, Beverages",250.0,3.5,gen_1022,True,,2026-05-15T17:50:27,low
Delhi Biryani Cafe,BTM,"North Indian, Biryani",250.0,3.5,gen_1181,True,,2026-05-15T17:50:27,low
Bean D'er Cafe,JP Nagar,"Tamil, Fast Food",250.0,3.5,gen_1252,True,,2026-05-15T17:50:27,low
Cupcake Bliss,BTM,Bakery,250.0,3.5,gen_1449,True,,2026-05-15T17:50:27,low
Armaani Caffe,BTM,Fast Food,250.0,3.5,gen_1450,True,,2026-05-15T17:50:27,low
Snackiey,Bannerghatta Road,North Indian,250.0,3.5,gen_1580,True,,2026-05-15T17:50:27,low
Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,JP Nagar,"Bakery, Desserts",250.0,3.5,gen_1780,True,,2026-05-15T17:50:27,low
New Chickpete Donne Biryani,Basavanagudi,Biryani,250.0,3.5,gen_2846,True,,2026-05-15T17:50:27,low
Jayanagar Grill House,Jayanagar,"Biryani, Kebab",250.0,3.5,gen_3076,True,,2026-05-15T17:50:27,low
Paratha Plaza,Sarjapur Road,North Indian,250.0,3.5,gen_4413,True,,2026-05-15T17:50:27,low
Daily Bite,Richmond Road,"Desserts, Fast Food",250.0,3.5,gen_5444,True,,2026-05-15T17:50:27,low
Ideal Kitchen,Indiranagar,"North Indian, Chinese, South Indian, Seafood",250.0,3.5,gen_5459,True,,2026-05-15T17:50:27,low
Sattuani,St. Marks Road,"Bihari, North Indian, Fast Food",250.0,3.5,gen_6509,True,,2026-05-15T17:50:27,low
Sanman Veg,Cunningham Road,"South Indian, North Indian, Chinese",250.0,3.5,gen_6559,True,,2026-05-15T17:50:27,low
Khane Ka Khazana,"ITPL Main Road, Whitefield",North Indian,250.0,3.5,gen_7540,True,,2026-05-15T17:50:27,low
Donne Biryani Mane,Brookefield,Biryani,250.0,3.5,gen_7822,True,,2026-05-15T17:50:27,low
Basaveshwara Kanawali,Whitefield,South Indian,250.0,3.5,gen_8104,True,,2026-05-15T17:50:27,low
5th Main Cafe,HSR,"Cafe, Fast Food",250.0,3.5,gen_8387,True,,2026-05-15T17:50:27,low
Raj Rasoi,Ejipura,"North Indian, Chinese",250.0,3.5,gen_8973,True,,2026-05-15T17:50:27,low
Chilld Monk,BTM,"Desserts, Ice Cream",250.0,3.5,gen_9090,True,,2026-05-15T17:50:27,low
Hunger Buds,BTM,North Indian,250.0,3.5,gen_9581,True,,2026-05-15T17:50:27,low
Pothichor,BTM,Kerala,250.0,3.5,gen_9587,True,,2026-05-15T17:50:27,low
SoopeRolls,BTM,"Fast Food, Rolls",250.0,3.5,gen_9671,True,,2026-05-15T17:50:27,low
Ambur Biryani,Koramangala 3rd Block,"Biryani, Chinese",250.0,3.5,gen_9990,True,,2026-05-15T17:50:27,low
Lets cafe,Koramangala 5th Block,"Chinese, North Indian",250.0,3.5,gen_10111,True,,2026-05-15T17:50:27,low
Arafa Juice Center,Koramangala 5th Block,"Juices, Desserts, Fast Food",250.0,3.5,gen_10367,True,,2026-05-15T17:50:27,low
CHAAI BEE,Koramangala 7th Block,"Beverages, Fast Food, Street Food",250.0,3.5,gen_11284,True,,2026-05-15T17:50:27,low
Baskin Robbins,Church Street,"Ice Cream, Desserts",250.0,3.5,gen_12378,True,,2026-05-15T17:50:27,low
Kerala Foods,Vasanth Nagar,Kerala,250.0,3.5,gen_13166,True,,2026-05-15T17:50:27,low
Udupi Food Junction,Electronic City,"South Indian, North Indian",250.0,3.5,gen_13590,True,,2026-05-15T17:50:27,low
7 Shanghai,Electronic City,Chinese,250.0,3.5,gen_13604,True,,2026-05-15T17:50:27,low
Hot 'N' Fresh,Electronic City,Fast Food,250.0,3.5,gen_14506,True,,2026-05-15T17:50:27,low
Naidu Military Hotel,Kammanahalli,South Indian,250.0,3.5,gen_15154,True,,2026-05-15T17:50:27,low
Tosco,Indiranagar,Beverages,250.0,3.5,gen_18242,True,,2026-05-15T17:50:27,low
Ambur Biriyani,Indiranagar,Biryani,250.0,3.5,gen_18907,True,,2026-05-15T17:50:27,low
Neer Dose Fish Land,Domlur,"South Indian, North Indian, Seafood",250.0,3.5,gen_19082,True,,2026-05-15T17:50:27,low
Samosa Singh,JP Nagar,"North Indian, Mithai",250.0,3.5,gen_19685,True,,2026-05-15T17:50:27,low
Butter Cup,Jayanagar,"Desserts, Bakery",250.0,3.5,gen_20389,True,,2026-05-15T17:50:27,low
Chilly N Chicken,JP Nagar,"Andhra, Biryani",250.0,3.5,gen_21712,True,,2026-05-15T17:50:27,low
Shri Lakshami Venkateshwara Iyengar's Bakery,Kumaraswamy Layout,Bakery,250.0,3.5,gen_22885,True,,2026-05-15T17:50:27,low
Kloudish Kitchen,Hennur,"North Indian, South Indian",250.0,3.5,gen_24082,True,,2026-05-15T17:50:27,low
Sri Krishna Bhavan,Kalyan Nagar,"South Indian, North Indian",250.0,3.5,gen_24812,True,,2026-05-15T17:50:27,low
S L V Food Joint,Kalyan Nagar,"North Indian, Rolls",250.0,3.5,gen_26329,True,,2026-05-15T17:50:27,low
Uday Sweets,Koramangala 6th Block,"Mithai, Fast Food",250.0,3.5,gen_27343,True,,2026-05-15T17:50:27,low
NGV Fast Food,Koramangala 6th Block,"North Indian, Fast Food",250.0,3.5,gen_27895,True,,2026-05-15T17:50:27,low
Sai Cafe Veg,Malleshwaram,Fast Food,250.0,3.5,gen_39739,True,,2026-05-15T17:50:27,low
Eater's Cart,Rajajinagar,"Chinese, Continental, North Indian, South Indian",250.0,3.5,gen_39794,True,,2026-05-15T17:50:27,low
Pulla Reddy Sweets,Marathahalli,Mithai,250.0,3.5,gen_41493,True,,2026-05-15T17:50:27,low
Rolls Kitchen,New BEL Road,"Fast Food, Rolls",250.0,3.5,gen_44241,True,,2026-05-15T17:50:27,low
Chai Point,Malleshwaram,"Fast Food, Beverages",250.0,3.5,gen_46376,True,,2026-05-15T17:50:27,low
Bansuri Sweets,Basaveshwara Nagar,"Mithai, North Indian, Street Food",250.0,3.5,gen_46601,True,,2026-05-15T17:50:27,low
Cupcake Bliss,East Bangalore,Bakery,250.0,3.5,gen_50256,True,,2026-05-15T17:50:27,low
Ishwaryam,Whitefield,"South Indian, Fast Food",250.0,3.5,gen_51556,True,,2026-05-15T17:50:27,low
Kidambi's Kitchen,Banashankari,South Indian,300.0,3.5,gen_101,True,,2026-05-15T17:50:27,low
Kotian Karavali Restaurant,Banashankari,"South Indian, Biryani",300.0,3.5,gen_103,True,,2026-05-15T17:50:27,low
Cakes & Slices,Banashankari,"Bakery, Desserts",300.0,3.5,gen_106,True,,2026-05-15T17:50:27,low
Lassi Shop,Banashankari,"Beverages, Ice Cream, Fast Food",300.0,3.5,gen_359,True,,2026-05-15T17:50:27,low
Food Point,Kumaraswamy Layout,"North Indian, Chinese",300.0,3.5,gen_388,True,,2026-05-15T17:50:27,low
Parama Ruchi,Banashankari,"South Indian, North Indian, Chinese, Street Food",300.0,3.5,gen_682,True,,2026-05-15T17:50:27,low
Hanumanthanagar Biryani Junction,Banashankari,South Indian,300.0,3.5,gen_694,True,,2026-05-15T17:50:27,low
New Udupi Grand,JP Nagar,"South Indian, North Indian, Chinese",300.0,3.5,gen_1174,True,,2026-05-15T17:50:27,low
RK Fresh Food,BTM,Fast Food,300.0,3.5,gen_1234,True,,2026-05-15T17:50:27,low
Biryani Magic,BTM,"North Indian, Biryani",300.0,3.5,gen_1267,True,,2026-05-15T17:50:27,low
Halli Mane MUDDE OOTA,JP Nagar,South Indian,300.0,3.5,gen_1299,True,,2026-05-15T17:50:27,low
Chatter Platter,BTM,"Street Food, North Indian",300.0,3.5,gen_1363,True,,2026-05-15T17:50:27,low
Bhavya Military Hotel,Bannerghatta Road,South Indian,300.0,3.5,gen_1528,True,,2026-05-15T17:50:27,low
Biryani Times,JP Nagar,Biryani,300.0,3.5,gen_1660,True,,2026-05-15T17:50:27,low
Whisk' N Creme',BTM,Bakery,300.0,3.5,gen_1946,True,,2026-05-15T17:50:27,low
Ammachide Addukala,Bannerghatta Road,Kerala,300.0,3.5,gen_2199,True,,2026-05-15T17:50:27,low
Hushy's Kitchen,Shanti Nagar,Fast Food,300.0,3.5,gen_2746,True,,2026-05-15T17:50:27,low
Desi Inn,Shanti Nagar,North Indian,300.0,3.5,gen_2832,True,,2026-05-15T17:50:27,low
